customer_id,annual_income,employment_years,credit_score,existing_loans,loan_amount,loan_tenure_months,monthly_expenses,employment_type,education_level,loan_purpose,property_ownership,loan_approved
CUST1339,1559390,8,805,3,1209702,84,62179,Government,PhD,Home,1,1
CUST1340,1214262,11,724,2,402465,24,56295,Salaried,Master,Home,1,1
CUST1341,2359431,4,671,3,838525,36,125418,Business,PhD,Vehicle,1,1
CUST1342,195434,0,676,2,4813090,24,12705,Salaried,Bachelor,Personal,1,0
CUST1343,899407,16,436,1,1663849,84,31991,Self-Employed,Master,Vehicle,0,0
CUST1344,517913,13,646,0,3146750,60,31829,Government,Bachelor,Business,0,1
CUST1345,2276952,2,565,0,4262022,84,144593,Salaried,Bachelor,Home,1,1
CUST1346,508821,8,690,1,4594066,36,26933,Self-Employed,PhD,Home,0,1
CUST1347,2360707,13,659,3,1962886,12,150619,Business,High School,Education,0,1
CUST1348,1881243,11,610,4,4815257,36,78218,Salaried,PhD,Business,1,1
CUST1349,1992375,10,688,3,868706,60,128924,Self-Employed,High School,Business,1,1
CUST1350,2453958,7,688,0,4124651,60,133207,Salaried,Master,Home,0,1
CUST1351,1179430,16,801,4,2293227,24,31550,Government,Bachelor,Personal,0,1
CUST1352,248803,9,734,2,1784802,24,15621,Self-Employed,Bachelor,Education,1,1
CUST1353,2106711,5,697,4,499110,84,95194,Salaried,Bachelor,Vehicle,0,1
CUST1354,987744,12,604,3,3711068,48,43638,Salaried,Bachelor,Business,1,0
CUST1355,928736,8,594,1,3856762,36,45139,Self-Employed,Bachelor,Home,0,0
CUST1356,1706318,9,727,2,1824474,84,53278,Salaried,Master,Vehicle,1,1
CUST1357,879539,9,663,3,3550975,48,39182,Salaried,High School,Vehicle,1,1
CUST1358,425404,10,699,2,3262174,84,25366,Self-Employed,High School,Business,1,1
CUST1359,1531099,3,758,4,603360,60,39265,Salaried,High School,Business,0,1
CUST1360,197297,0,558,0,4278021,24,7175,Salaried,Bachelor,Home,1,0
CUST1361,968443,15,791,3,4462721,24,24310,Self-Employed,Master,Vehicle,1,1
CUST1362,748302,9,757,1,2526498,84,31669,Salaried,Master,Personal,0,1
CUST1363,1996030,11,515,4,434533,24,110473,Salaried,Bachelor,Home,1,0
CUST1364,2109341,0,868,3,4353829,12,122936,Salaried,Bachelor,Home,1,1
CUST1365,1407146,13,705,1,3652294,84,90596,Self-Employed,Master,Personal,1,1
CUST1366,1738309,5,641,3,1311668,60,87531,Self-Employed,Bachelor,Home,0,0
CUST1367,2154847,3,721,4,3200374,120,76732,Government,Bachelor,Vehicle,0,1
CUST1368,1513572,7,601,3,2449009,84,96121,Salaried,Bachelor,Business,1,0
CUST1369,1622721,3,723,2,1428656,84,92989,Salaried,High School,Business,1,1
CUST1370,691603,7,616,4,1273979,24,33843,Salaried,High School,Education,1,0
CUST1371,795863,7,841,3,4528633,60,42964,Salaried,High School,Home,1,1
CUST1372,687365,13,684,0,396407,84,43656,Business,Bachelor,Home,0,1
CUST1373,1758608,15,731,3,626395,24,96166,Salaried,High School,Vehicle,1,1
CUST1374,1664209,15,617,2,819153,36,67149,Salaried,High School,Vehicle,0,0
CUST1375,1202788,0,745,1,1558346,60,65803,Salaried,Bachelor,Vehicle,1,1
CUST1376,1008791,3,678,1,853995,48,26912,Self-Employed,High School,Business,1,1
CUST1377,825194,0,567,1,327845,12,33916,Self-Employed,High School,Home,1,0
CUST1378,381260,2,660,0,1298720,48,15986,Self-Employed,PhD,Home,1,1
CUST1379,1973795,4,834,2,2886934,120,63065,Government,High School,Vehicle,0,1
CUST1380,1431775,10,748,4,2066211,60,37171,Self-Employed,Master,Business,1,1
CUST1381,556794,5,649,1,4929074,84,17014,Salaried,Bachelor,Education,0,0
CUST1382,1701466,5,530,2,2246432,24,88945,Salaried,Master,Home,0,1
CUST1383,2392750,8,613,3,764075,120,139805,Self-Employed,Bachelor,Home,0,0
CUST1384,962877,0,567,0,1084472,60,63718,Self-Employed,Bachelor,Education,1,0
CUST1385,888521,3,532,2,1137241,12,35035,Self-Employed,Master,Vehicle,0,0
CUST1386,2410393,5,742,2,2425253,60,120457,Self-Employed,Bachelor,Personal,1,1
CUST1387,1381700,6,684,4,3112783,120,88494,Self-Employed,Master,Personal,1,1
CUST1388,2285188,8,823,2,4028168,24,73034,Government,Bachelor,Personal,1,1
CUST1389,1784642,15,600,4,3979301,48,97980,Self-Employed,PhD,Personal,0,0
CUST1390,1914339,12,679,0,738235,36,108078,Government,Master,Business,0,1
CUST1391,2479899,4,568,0,2260980,48,71191,Salaried,PhD,Home,1,1
CUST1392,2152424,6,632,3,1189391,24,131051,Self-Employed,Bachelor,Vehicle,1,0
CUST1393,1516092,6,662,4,1039269,120,89266,Business,Bachelor,Home,0,1
CUST1394,1552236,5,650,4,4020471,24,40966,Salaried,Master,Home,1,1
CUST1395,2035546,9,684,1,4276660,12,58613,Government,Master,Home,1,1
CUST1396,1030350,0,757,1,1010875,60,27867,Government,PhD,Business,1,1
CUST1397,1112477,12,749,3,1919883,60,43328,Salaried,Bachelor,Education,1,1
CUST1398,347647,16,618,0,1863985,48,16068,Self-Employed,Master,Home,1,0
CUST1399,615477,6,677,1,321609,120,29038,Salaried,Bachelor,Business,1,1
CUST1400,1863523,6,743,2,3917183,36,67371,Business,Bachelor,Personal,0,1
CUST1401,1637640,8,762,0,3531716,36,103143,Government,High School,Business,1,1
CUST1402,182352,13,627,2,2343474,12,7356,Salaried,Bachelor,Personal,1,0
CUST1403,313004,6,736,4,1971897,24,8419,Salaried,PhD,Home,0,1
CUST1404,1761420,12,706,0,3735266,12,66069,Self-Employed,High School,Home,1,1
CUST1405,966261,10,594,3,227696,60,45539,Salaried,Bachelor,Business,0,0
CUST1406,230098,19,744,4,1639291,84,9666,Salaried,Bachelor,Business,0,0
CUST1407,306060,6,692,4,476492,84,11143,Self-Employed,High School,Vehicle,0,0
CUST1408,1416530,0,540,2,3005227,84,43164,Salaried,Bachelor,Vehicle,1,0
CUST1409,1954329,0,656,4,2357236,24,115563,Salaried,Bachelor,Vehicle,1,1
CUST1410,310544,8,683,1,1233087,12,20653,Government,High School,Personal,1,1
CUST1411,573574,13,631,0,3274400,120,22215,Business,Master,Education,1,1
CUST1412,1051808,4,778,1,4717223,48,43019,Government,PhD,Home,0,1
CUST1413,1852795,6,781,2,513723,60,94032,Government,Bachelor,Business,1,1
CUST1414,2434103,11,649,2,2166811,84,133717,Salaried,High School,Home,1,1
CUST1415,742060,3,640,0,736763,120,30672,Salaried,Bachelor,Home,1,1
CUST1416,1287054,4,669,4,1525378,36,80705,Salaried,Master,Home,1,1
CUST1417,1686145,2,663,3,3699175,12,81497,Government,Bachelor,Education,0,1
CUST1418,1372931,13,632,2,2195943,60,60088,Business,High School,Home,1,1
CUST1419,1947858,15,383,0,4640585,60,101180,Government,Bachelor,Home,1,1
CUST1420,874780,0,820,3,3919883,36,56598,Government,PhD,Vehicle,0,1
CUST1421,1051522,7,680,4,3704538,36,61100,Self-Employed,Bachelor,Business,1,1
CUST1422,2035227,15,665,2,1373020,36,54273,Salaried,Bachelor,Vehicle,1,1
CUST1423,1722247,9,706,0,2704810,84,66902,Salaried,PhD,Vehicle,0,1
CUST1424,357912,5,673,0,4969495,84,15965,Salaried,Master,Home,1,1
CUST1425,2452919,0,645,0,551503,12,93468,Salaried,Master,Home,1,1
CUST1426,2361906,13,599,2,2117911,36,127955,Self-Employed,Bachelor,Home,1,1
CUST1427,782276,9,532,3,4527375,48,46489,Salaried,PhD,Vehicle,0,0
CUST1428,1680134,0,571,0,3754595,60,93201,Self-Employed,Master,Vehicle,0,0
CUST1429,2427175,13,590,4,4747927,36,160732,Self-Employed,Master,Home,0,0
CUST1430,1885243,0,732,0,1894040,60,68540,Salaried,Master,Education,1,1
CUST1431,260388,6,737,3,914845,24,16002,Self-Employed,Master,Personal,1,0
CUST1432,419779,6,609,2,2056811,120,23903,Self-Employed,Bachelor,Business,1,0
CUST1433,1084850,16,466,0,3184593,24,43492,Salaried,Bachelor,Vehicle,0,1
CUST1434,2483998,6,680,0,1484636,36,138081,Government,Master,Home,0,1
CUST1435,874335,6,646,4,3958308,60,25649,Self-Employed,Bachelor,Home,1,0
CUST1436,1215354,1,644,4,1957310,120,70355,Self-Employed,Bachelor,Vehicle,1,0
CUST1437,1360788,4,756,0,755314,24,64202,Government,Bachelor,Vehicle,1,1
CUST1438,2274945,3,691,0,3444070,36,84579,Government,Master,Vehicle,1,1
CUST1439,2170922,4,601,4,3939453,60,113591,Government,High School,Business,1,0
CUST1440,968140,8,583,3,922189,36,50085,Salaried,Master,Business,1,1
CUST1441,2149710,0,658,1,3614046,84,72506,Salaried,Bachelor,Vehicle,1,1
CUST1442,2201770,0,607,1,4007874,60,57832,Salaried,High School,Home,1,0
CUST1443,2303238,7,674,0,3628687,24,99194,Salaried,Bachelor,Education,1,1
CUST1444,711972,8,762,4,1232200,36,34694,Business,Bachelor,Personal,1,1
CUST1445,1319664,6,569,2,4825219,24,81192,Self-Employed,Bachelor,Education,0,0
CUST1446,574423,7,687,2,3897075,36,36576,Salaried,Bachelor,Business,0,1
CUST1447,1798963,5,753,1,1440530,12,84611,Salaried,High School,Vehicle,0,1
CUST1448,770381,7,673,3,1143956,24,43456,Salaried,PhD,Personal,1,1
CUST1449,1389337,10,737,1,2307474,24,60164,Self-Employed,High School,Education,0,1
CUST1450,1719600,10,657,0,3698338,48,96446,Government,Master,Education,0,1
CUST1451,1069497,4,693,3,1481041,120,35863,Government,Bachelor,Vehicle,1,1
CUST1452,2407503,12,715,2,322667,84,97410,Business,Bachelor,Vehicle,0,1
CUST1453,218635,8,634,4,3503402,24,11243,Salaried,Bachelor,Vehicle,1,0
CUST1454,1323647,14,839,4,4782361,60,34092,Salaried,Master,Business,1,1
CUST1455,1596953,15,726,0,2079122,120,87996,Salaried,Master,Education,1,1
CUST1456,1070083,0,784,1,162035,36,64005,Salaried,Master,Business,0,1
CUST1457,601280,3,765,0,1274293,12,25031,Business,High School,Personal,0,1
CUST1458,1089245,12,706,4,3951848,60,47561,Self-Employed,Master,Personal,1,1
CUST1459,521207,0,790,2,1440502,120,31517,Government,Bachelor,Home,1,1
CUST1460,1410746,15,695,4,390526,60,80862,Self-Employed,High School,Education,1,1
CUST1461,2470378,6,621,3,1266733,60,91419,Salaried,Bachelor,Business,0,0
CUST1462,772632,10,681,4,915144,60,29745,Salaried,Bachelor,Personal,1,1
CUST1463,740881,7,599,4,3838659,120,39479,Self-Employed,Bachelor,Vehicle,0,0
CUST1464,740592,1,511,3,1468137,12,35893,Government,Master,Education,1,0
CUST1465,1652178,13,611,1,2357306,48,52472,Salaried,Bachelor,Home,1,1
CUST1466,1342189,21,685,4,4110416,84,50887,Government,Bachelor,Business,1,1
CUST1467,1716081,5,764,0,3945972,24,107253,Government,High School,Home,1,1
CUST1468,594299,6,611,4,1029532,120,31898,Salaried,Master,Vehicle,1,0
CUST1469,1771218,0,760,0,572797,60,117046,Government,Bachelor,Vehicle,1,1
CUST1470,1411619,14,583,3,4165336,24,80404,Salaried,Bachelor,Business,1,0
CUST1471,1379151,12,606,4,1041120,120,88608,Self-Employed,Master,Education,1,0
CUST1472,305438,0,795,3,3547172,24,10387,Government,Bachelor,Personal,1,0
CUST1473,2097043,0,683,3,3194158,60,119835,Business,Bachelor,Home,1,0
CUST1474,1202892,0,666,1,960906,48,31085,Salaried,Bachelor,Home,1,1
CUST1475,1421968,11,698,4,464399,120,75290,Salaried,Bachelor,Personal,1,1
CUST1476,2379391,11,583,0,2056518,24,106010,Salaried,Master,Vehicle,1,1
CUST1477,815719,3,653,0,4499113,36,32178,Salaried,Bachelor,Vehicle,0,1
CUST1478,1793374,10,680,4,779672,24,109276,Self-Employed,High School,Home,0,1
CUST1479,988258,8,778,1,498781,84,59882,Business,High School,Home,0,1
CUST1480,510170,6,546,1,4685563,60,13228,Salaried,Bachelor,Home,1,1
CUST1481,2398820,12,821,1,2211513,12,120891,Salaried,Master,Home,1,1
CUST1482,361948,1,670,0,2057091,24,14596,Salaried,Bachelor,Vehicle,1,1
CUST1483,1386751,13,591,3,1197417,48,58686,Self-Employed,High School,Home,1,0
CUST1484,1133692,4,576,1,2851516,36,67645,Salaried,Master,Vehicle,1,1
CUST1485,1365493,16,701,0,1344876,36,51765,Salaried,Master,Home,0,1
CUST1486,397770,2,572,0,210786,12,25574,Government,Master,Education,1,1
CUST1487,822613,6,635,3,4785790,84,26722,Salaried,Bachelor,Personal,1,0
CUST1488,1541871,8,660,4,4573399,12,81123,Self-Employed,Master,Home,1,1
CUST1489,2163691,8,771,4,2125414,84,114685,Government,High School,Education,0,1
CUST1490,1895880,10,761,1,1364530,24,67319,Salaried,High School,Education,1,1
CUST1491,2067895,1,628,1,960175,60,79678,Self-Employed,High School,Home,1,0
CUST1492,1287229,7,662,3,4978784,48,76954,Self-Employed,Master,Business,1,1
CUST1493,1970008,8,552,1,171701,36,111781,Self-Employed,High School,Education,1,0
CUST1494,2006525,5,516,3,2639433,12,77677,Salaried,Bachelor,Vehicle,1,0
CUST1495,498766,10,581,0,3991631,48,23565,Salaried,Bachelor,Vehicle,1,1
CUST1496,1518530,1,769,1,1114641,84,41865,Government,Bachelor,Business,1,1
CUST1497,2137233,6,742,0,1483043,60,72019,Government,Master,Home,1,1
CUST1498,452647,4,710,2,3961278,36,20478,Salaried,High School,Business,1,1
CUST1499,2361913,6,563,3,298924,36,67508,Salaried,Bachelor,Home,0,0
CUST1500,1658768,15,623,2,2850860,84,99756,Salaried,Master,Business,1,1
